,id,name,BruDataSci_member,interests,connectedness,activity_L2,connectedness_L2,interests_members_L2,activity,interests_L2
162,111837512,Mihaela,False,0.0,131.0,0.000571612583434,0.00149352242215,0.0,5.0,0.0
163,46617452,Nina,False,0.0,19.0,0.0,8.53258248045e-05,0.000467569157521,0.0,0.0
164,121209162,omniaa,False,0.0,80.0,0.000249314762884,0.000240165036845,0.000653203651963,4.0,0.0
165,123208012,Sandra Bongiorno,False,0.0,22.0,0.0,9.3635139192e-05,0.0,0.0,0.0
166,31894242,Ronny Verswijvel,False,0.0,45.0,0.00156831952262,0.00118210800454,0.00670861555383,10.0,0.0
167,141754702,Jorn Jambers,False,0.181818181818,249.0,0.00220097055598,0.00707897039761,0.0201413716882,9.0,0.0146693347287
168,11534673,Giuliana,False,0.0,22.0,0.0,9.3635139192e-05,0.000614024114543,0.0,0.0
169,140837202,Anthony,False,0.0,41.0,0.0,0.000595432630753,0.000859206265538,0.0,0.0
170,87294292,Maurizio,False,0.166666666667,15.0,0.000560222163848,0.000809622633321,0.0131018901816,3.0,0.0290563915697
171,140023182,Peter Rigole,False,0.0588235294118,25.0,0.000446013586658,0.00248496627725,0.00667618832783,1.0,0.00717881599918
172,124191062,Salima,False,0.0,4.0,0.00011331803023,0.000418495933465,0.0,1.0,0.0
173,176679652,Cole,False,0.0,25.0,0.0,0.00030730243373,0.00082623439471,0.0,0.0
174,106234202,Tain Molendijk,False,0.0,9.0,0.0,0.000219124349025,0.00122006334098,0.0,0.0
175,95371322,Jie,False,0.0,40.0,0.000690391318933,0.000949258810524,0.0,2.0,0.0
176,92045662,Patricia,False,0.0,10.0,0.0,8.97080475654e-05,0.0,0.0,0.0
177,163053922,Elie Awad,False,0.0,6.0,0.0,0.000148038840061,0.00212762886208,0.0,0.0
178,153092452,Prittania,False,0.0,27.0,0.0,0.00031332904677,0.00123286992209,0.0,0.0
179,153201382,Anja Van Geert,False,0.0,24.0,0.0,0.000171746666475,0.000763230258294,0.0,0.0
180,2163047,Marye,False,0.0,22.0,0.0,9.3635139192e-05,0.000525172544032,0.0,0.0
181,134807912,Simon,False,0.0,25.0,0.00215504212328,0.00248496627725,0.00533843000402,6.0,0.0
182,141606972,alinad,False,0.0,22.0,0.0,9.3635139192e-05,0.0,0.0,0.0
183,126910832,Bert Theuwissen,False,0.0,29.0,0.00032684830458,0.00076819469046,0.0,2.0,0.0
184,14576360,HE45DEN,False,0.0,4.0,0.0,0.000317547521924,0.0,0.0,0.0
185,148734322,Ameera,False,0.0,34.0,0.000238280896012,0.000418266986324,0.0,2.0,0.0
186,86180212,michelle armstrong,False,0.0,2.0,0.0,9.01179173999e-05,0.0,0.0,0.0
187,60211262,Bee Chang,False,0.0,122.0,0.0,0.000381226418592,0.000874937622788,0.0,0.0
188,156664182,Wannes Rosius,True,0.0625,479.0,0.059632387829,0.0598158962997,0.0416700304904,118.0,0.006821899837
189,147194232,Edwin Joassart,False,0.0,8.0,0.000133921308454,0.00113860338103,0.0,1.0,0.0
190,7968148,Sara,False,0.0,52.0,0.0,0.000160867520989,7.3822538567e-05,0.0,0.0
191,60883322,Tom michiels,False,0.0555555555556,53.0,0.0109685370509,0.00521314230038,0.00617054016897,11.0,0.00292156644357
192,142672252,Marc,False,0.0,5.0,0.0,0.000226464728612,0.000262057486122,0.0,0.0
193,93257792,Simonis Frédéric,False,0.0,6.0,0.0,8.75474071632e-05,0.000329800459434,0.0,0.0
194,128680322,Bogdan,False,0.0,1.0,0.0,8.19253794545e-05,0.000331249155271,0.0,0.0
195,23456491,meghal,False,0.0,5.0,0.0,0.000157560640217,0.0,0.0,0.0
196,158706412,Ot Ornotobe,False,0.0,38.0,0.00113394048287,0.000592077856347,0.000861347191472,4.0,0.0
197,8683914,Mathilde Lemee,False,0.0833333333333,3.0,0.0,0.00166895031532,0.0122973275155,0.0,0.00994217326968
198,9470349,Isabelle ,False,0.0,49.0,0.0,0.000154991948438,0.0,0.0,0.0
199,123339152,HAY,False,0.0,22.0,0.0,9.3635139192e-05,0.00016835540551,0.0,0.0
200,115037592,Pierre Borckmans,False,0.238095238095,25.0,0.0,0.00248496627725,0.0347459205378,0.0,0.0408371521684
201,158925202,Pierre Chavée,False,0.0,4.0,0.0,0.000154816239815,0.00165582343248,0.0,0.0
202,43192542,Emma Fraser,False,0.0,37.0,0.000138365320349,0.000322177364343,0.000682013694111,1.0,0.0
203,176357782,Bart De Ceulaer,False,0.0,223.0,0.0,0.00790342880003,0.00350650269302,0.0,0.0
204,165085592,Carmen Alvarez,False,0.0,22.0,7.29760248025e-05,9.3635139192e-05,0.000479613125349,1.0,0.0
205,13730202,Jennie Rogers,False,0.0,67.0,0.0,0.000188848556884,0.0,0.0,0.0
206,120372392,Rytis Bagdziunas,True,0.0,831.0,0.0691244400037,0.0455954202185,0.0,294.0,0.0
207,12342682,Klaas Bosteels,False,0.0666666666667,346.0,0.0247765683271,0.0072634589311,0.00856162374572,273.0,0.00413171888788
208,132415902,Mario Amaral,False,0.0,96.0,0.0,0.00038476371269,0.000699267282865,0.0,0.0
209,122618272,Martijn Vandevyvere,False,0.037037037037,46.0,0.00329187992065,0.00302515590815,0.00951514426524,11.0,0.00414469134959
210,173681392,Russ,False,0.0,29.0,0.0,0.000249871213461,0.000683733065227,0.0,0.0
211,128339662,Beatrice de Mahieu,False,0.0,89.0,0.00143457057585,0.00142289285144,0.00606642505348,9.0,0.0
212,34374052,Maarten Hermans,False,0.1,308.0,0.0138146297944,0.0136317683021,0.0370243156388,21.0,0.00773163943167
213,137510982,Nina Wennink,False,0.0,65.0,0.000757413990761,0.000537760383687,0.000600793229876,10.0,0.0
214,177608092,Sébastien Vercammen,False,0.0,11.0,0.00151963394564,0.00109412562568,0.00430591581286,8.0,0.0
215,30867882,mazbot,False,0.0,18.0,0.0,0.000107903579919,0.0,0.0,0.0
216,11895212,Nigel,False,0.0,18.0,0.0,0.000107903579919,0.0,0.0,0.0
217,158564782,Joe ,False,0.0,73.0,0.0,0.000454293962134,0.000970346339598,0.0,0.0
218,144588872,Giulia,False,0.0,72.0,0.0,0.00146564647876,0.00278923061353,0.0,0.0
219,92602802,Maxine,False,0.0,15.0,0.0,0.000388120596299,0.000458980707589,0.0,0.0
220,159646132,Naomi,False,0.0,30.0,0.000165829695771,0.000133865890736,0.000449796691885,3.0,0.0
221,162157982,Mariana Lara,False,0.0,7.0,0.0,0.000543086488387,0.000721715998136,0.0,0.0
222,54854072,Julie Fellmayer,False,0.0,10.0,0.0,0.000122915764596,0.000784781021374,0.0,0.0
223,144255732,Fabienne Martens,False,0.0625,89.0,0.0017311336881,0.00142289285144,0.00805756115829,12.0,0.0035781735182
224,63723102,Marc Sevy,False,0.0,38.0,0.000665692641468,0.000345942684487,0.00101381266664,2.0,0.0
225,12675829,Geert Leysen,False,0.0,107.0,0.00160079472552,0.001393985307,0.003627449866,9.0,0.0
226,109270432,Mag,False,0.0,79.0,0.0,0.000573251369644,0.0,0.0,0.0
227,166101442,Piotr,False,0.0,22.0,0.0,9.3635139192e-05,0.000606410014723,0.0,0.0
228,116031942,Frederic Convent,False,0.0,15.0,0.00181692927111,0.000809622633321,0.0,3.0,0.0
229,129171912,tomba,False,0.0,13.0,0.0,0.000249460753375,0.0,0.0,0.0
230,163938762,binkal,False,0.0,24.0,0.0,0.00101716523335,0.00156514837223,0.0,0.0
231,143327692,Jaap Gelderblom,False,0.0,5.0,0.0,0.000157560640217,0.000900971612826,0.0,0.0
232,91292112,Coworking Namur,False,0.0161290322581,137.0,0.00148680523781,0.00171610726803,0.00684110303186,9.0,0.00101206030359
233,37749202,Philippe Faes,False,0.0,89.0,0.0,0.00142289285144,0.00302722362053,0.0,0.0
234,114459092,Alain Goossens,False,0.0,8.0,0.0,0.00033340202363,0.000757502378826,0.0,0.0
235,67682382,Stephane Rondal,False,0.0,67.0,0.00128035851634,0.00352559043792,0.00406011459464,9.0,0.0
236,29709732,Lien Back,False,0.0,2.0,0.0,0.000533927472996,0.000914097267783,0.0,0.0
237,96103162,Chris,False,0.0,49.0,0.000658611132722,0.000522032302696,0.000680348940088,4.0,0.0
238,10574294,Larry Moffett,False,0.0,184.0,0.0,0.00219951831664,0.00484870127006,0.0,0.0
239,103357312,Anthony Van de Gejuchte,False,0.0,3.0,0.000118108724936,0.000353714320783,0.00444392265897,1.0,0.0
240,85066212,Iride,False,0.0,81.0,0.0,0.000333655229436,0.000788890047469,0.0,0.0
241,135255462,Wil Buschagne,False,0.0,24.0,0.00652077321218,0.00101716523335,0.00239342802652,5.0,0.0
242,9208294,koen Huybrechts,False,0.0,166.0,0.0,0.00232197761175,0.00493146147026,0.0,0.0
243,20906471,Ewa Ginger,False,0.0,365.0,0.00136511142975,0.00202071029628,0.00157035013358,21.0,0.0
244,151486952,Arian,False,0.0,38.0,5.89252083189e-05,0.000251509756997,0.000734458866491,1.0,0.0
245,52062972,Beanatta,False,0.0,9.0,0.0,0.000111314113199,0.00066163428278,0.0,0.0
246,141525482,Moonske,False,0.03125,89.0,0.0,0.00142289285144,0.00422288820285,0.0,0.0016002078444
